code,mcap
300654,35.73
300655,148.83
300656,43.52
300657,167.44
300658,34.97
300659,27.55
300660,140.26
300661,784.97
300662,39.77
300663,40.72
300664,35.38
300665,22.36
300666,661.83
300667,29.84
300668,39.38
300669,49.14
300670,21.33
300671,123.33
300672,365.12
300673,33.34
300674,120.46
300675,19.26
300676,165.32
300677,355.53
300678,65.5
300679,213.64
300680,59.71
300681,68.37
300682,102.97
300683,33.88
300684,274.35
300685,69.32
300686,38.31
300687,109.62
300688,51.49
300689,63.29
300690,39.52
300691,40.14
300692,50.27
300693,125.4
300694,23.53
300695,49.19
300696,61.23
300697,66.63
300698,35.2
300699,199.44
300700,78.33
300701,28.46
300702,74.36
300703,24.35
300705,56.68
300706,78.66
300707,21.3
300708,75.28
300709,77.61
300710,30.47
300711,51.68
300712,37.66
300713,21.25
300715,53.87
300717,18.91
300718,165.82
300719,31.58
300720,142.67
300721,37.96
300722,59.5
300723,167.67
300724,202.74
300725,106.38
300726,217.2
300727,52.46
300729,35.6
300730,28.12
300731,75.26
300732,22.42
300733,53.74
300735,166.11
300736,38.3
300737,54.74
300738,202.66
300739,84.96
300740,95.99
300741,86.41
300743,22.29
300745,47.89
300746,32.19
300747,211.05
300748,373.55
300749,51.03
300750,17049.22
300751,608.84
300752,36.23
300753,27.55
300755,47.01
300756,65.2
300757,899.55
300758,46.1
300759,804.36
300760,1990.99
300761,165.04
300762,185.87
300763,248.13
300765,623.64
300766,83.61
300767,51.94
300768,96.12
300769,129.14
300770,77.69
300771,28.46
300772,76.88
300773,173.1
300774,46.68
300775,122.6
300776,320.6
300777,100.12
300778,21.89
300779,191.35
300780,28.88
300781,42.92
300782,444.98
300783,69.29
300784,23.53
300785,66.99
300786,27.6
300787,30.97
300788,44.69
300789,23.72
300790,98.51
300791,54.06
300792,55.33
300793,43.27
300795,39.78
300796,25.24
300797,53.08
300798,42.16
300800,24.39
300801,50.81
300802,66.7
300803,531.3
300804,33.12
300805,35.02
300806,309.83
300807,26.4
300808,31.87
300809,59.23
300810,28.93
300811,320.35
300812,37.54
300813,25.39
300814,256.88
300815,63.3
300816,50.64
300817,35.32
300818,42.3
300819,68.41
300820,118.39
300821,201.36
300822,34.64
300823,19.83
300824,25.59
300825,55.13
300826,33.41
300827,142.96
300828,27.53
300829,34.36
300830,36.54
300832,409.83
300833,50.05
300834,74.97
300835,190.12
300836,45.42
300837,23.3
300838,20.13
300839,37.0
300840,44.14
300841,68.12
300842,99.07
300843,220.19
300844,22.28
300845,26.36
300846,93.14
300847,41.8
300848,49.98
300849,31.23
300850,101.95
300851,21.02
300852,72.91
300853,39.71
300854,24.76
300855,133.45
300856,51.47
300857,1242.39
300858,38.71
300859,43.07
300860,51.6
300861,112.8
300862,93.99
300863,108.67
300864,44.14
300865,30.9
300866,729.78
300867,47.72
300868,110.0
300869,45.2
300870,327.42
300871,46.61
300872,76.88
300873,50.92
300875,32.6
300876,25.25
300877,32.84
300878,46.33
300879,35.16
300880,40.45
300881,34.98
300882,40.78
300883,22.77
300884,32.75
300885,48.79
300886,18.44
300887,39.18
300888,174.25
300889,47.57
300890,32.56
300891,30.76
300892,24.15
300893,67.64
300894,48.68
300895,74.48
300896,284.71
300897,31.14
300898,26.09
300899,19.68
300900,75.61
300901,40.97
300902,31.58
300903,401.99
300904,30.58
300905,66.27
300906,24.75
300907,48.23
300908,37.36
300909,94.41
300910,110.16
300911,40.68
300912,22.26
300913,123.85
300915,26.36
300916,37.72
300917,49.6
300918,54.06
300919,425.2
300920,41.85
300921,40.21
300922,30.32
300923,20.22
300925,62.68
300926,76.57
300927,45.39
300928,19.81
300929,21.6
300930,25.83
300931,36.86
300932,48.67
300933,36.0
300935,24.27
300936,63.04
300937,23.61
300938,93.02
300939,76.46
300940,30.84
300941,31.37
300942,26.94
300943,64.49
300945,36.17
300946,58.53
300947,22.32
300948,35.24
300949,19.66
300950,26.4
300951,129.29
300952,39.38
300953,225.52
300955,29.94
300956,24.49
300957,139.15
300958,19.91
300959,73.67
300960,25.11
300961,21.63
300962,35.88
300963,53.62
300964,61.76
300965,25.71
300966,28.45
300967,33.13
300968,42.21
300969,128.26
300970,33.04
300971,21.52
300972,383.58
300973,43.88
300975,178.62
300976,106.83
300977,25.86
300978,37.58
300979,393.16
300980,32.2
300981,68.62
300982,30.82
300983,68.24
300984,62.35
300985,70.33
300986,71.56
300987,23.56
300988,29.31
300989,31.75
300990,153.79
300991,40.48
300992,23.97
300993,30.87
300994,26.94
300995,24.42
300996,54.94
300997,75.95
300998,36.86
300999,1435.1
301000,58.76
301001,19.35
301002,38.0
301003,59.65
301004,50.45
301005,129.04
301006,19.25
301007,46.08
301008,49.64
301009,25.26
301010,19.17
301011,22.97
301012,45.83
301013,91.28
301015,132.19
301016,38.39
301017,54.72
301018,386.15
301019,30.49
301020,31.05
301021,120.84
301022,22.98
301023,26.81
301024,20.52
301025,36.35
301026,47.73
301027,30.78
301028,51.77
301029,162.76
301031,137.39
301032,25.03
301033,36.03
301035,210.1
301036,22.56
301037,18.1
301038,38.1
301039,151.8
301040,26.68
301041,29.82
301042,31.43
301043,29.89
301045,74.0
301046,39.43
301047,123.96
301048,48.96
301049,19.44
301050,72.57
301051,50.66
301052,22.77
301053,53.4
301055,47.58
301056,35.19
301057,25.77
301058,47.91
301059,27.92
301060,44.7
301061,95.39
301062,32.19
301063,18.97
301065,21.09
301066,28.87
301067,28.82
301068,39.05
301069,76.95
301070,80.17
301071,155.6
301072,47.54
301073,38.97
301075,44.34
301076,52.39
301077,35.94
301078,93.58
301079,30.38
301080,138.34
301081,33.12
301082,29.07
301083,24.94
301085,52.59
301086,156.58
301087,120.07
301088,29.76
301089,29.86
301090,105.47
301091,96.33
301092,60.0
301093,152.77
301095,149.77
301096,48.64
301097,27.76
301098,21.11
301099,95.77
301100,32.58
301101,58.98
301102,37.76
301103,26.07
301105,23.77
301106,28.22
301107,33.03
301108,43.13
301109,103.92
301110,45.34
301111,38.43
301112,32.96
301113,20.35
301115,52.54
301116,43.28
301118,26.6
301119,37.8
301120,55.48
301121,34.7
301122,46.88
301123,177.62
301125,26.5
301126,21.26
301127,132.93
301128,163.06
301129,31.81
301130,25.55
301131,18.57
301132,55.56
301133,37.31
301135,22.65
301136,31.98
301137,58.4
301138,34.43
301141,50.26
301148,60.6
301149,47.85
301150,126.65
301151,29.2
301152,26.28
301153,62.31
301155,86.59
301156,23.11
301157,35.69
301158,29.33
301159,25.02
301160,81.12
301161,34.97
301162,70.27
301163,19.0
301165,1329.68
301166,25.44
301167,15.71
301168,49.72
301169,38.85
301170,22.96
301171,219.08
301172,38.44
301173,28.94
301175,83.31
301176,78.14
301177,105.95
301178,32.01
301179,83.55
301180,47.8
301181,35.33
301182,67.84
301183,184.9
301185,25.9
301186,42.91
301187,36.79
301188,98.96
301189,89.2
301190,45.33
301191,85.32
301192,20.15
301193,44.88
301195,34.77
301196,154.51
301197,30.45
301198,21.77
301199,33.08
301200,1312.3
301201,53.52
301202,48.84
301203,27.3
301205,417.38
301206,48.36
301207,107.04
301208,36.59
301209,92.43
301210,38.76
301211,52.45
301212,27.45
301213,45.19
301215,71.62
301216,110.3
301217,948.31
301218,55.25
301219,177.21
301220,31.18
301221,37.28
301222,35.51
301223,32.68
301225,83.26
301226,30.99
301227,41.21
301228,79.38
301229,22.38
301230,56.0
301231,22.0
301232,102.34
301233,23.9
301234,67.45
301235,63.54
301236,384.26
301237,43.46
301238,120.27
301239,53.0
301246,79.0
301248,87.77
301251,93.51
301252,59.38
301255,30.21
301256,49.92
301257,33.97
301258,23.95
301259,47.68
301260,60.26
301261,58.02
301262,77.6
301263,99.41
301265,56.17
301266,35.7
301267,128.52
301268,51.67
301269,526.51
301270,31.56
301272,20.26
301273,39.19
301275,178.55
301276,23.9
301277,40.42
301278,25.67
301279,35.24
301280,80.77
301281,52.2
301282,71.46
301283,29.52
301285,179.18
301286,184.29
301287,27.65
301288,18.77
301289,35.2
301290,28.42
301291,106.85
301292,145.62
301293,107.01
301295,39.56
301296,27.58
301297,283.14
301298,18.94
301299,27.16
301300,22.13
301301,195.77
301302,32.89
301303,56.58
301305,59.5
301306,75.34
301307,119.33
301308,1619.33
301309,31.0
301310,97.56
301311,33.0
301312,134.82
301313,33.31
301314,25.21
301315,36.96
301316,156.44
301317,70.55
301318,28.36
301319,190.11
301320,25.01
301321,78.1
301322,58.27
301323,72.99
301325,43.97
301326,75.63
301327,74.9
301328,85.74
301329,33.05
301330,60.16
301331,22.47
301332,36.88
301333,50.33
301335,30.54
301336,21.13
301337,26.82
301338,147.62
301339,64.69
301345,256.37
301348,51.43
301349,61.27
301353,24.49
301355,20.13
301356,43.85
301357,85.67
301358,533.56
301359,21.73
301360,39.27
301361,31.46
301362,163.28
301363,130.3
301365,75.43
301366,117.63
301367,58.28
301368,45.51
301369,138.88
301370,42.59
301371,113.64
301372,20.83
301373,121.1
301376,84.48
301377,1723.23
301378,23.96
301379,59.33
301380,31.25
301381,94.87
301382,106.71
301383,38.85
301386,28.73
301387,59.63
301388,25.04
301389,174.01
301390,19.25
301391,43.77
301392,175.41
301393,62.27
301395,28.73
301396,378.8
301397,50.08
301398,37.41
301399,41.02
301408,59.52
301413,81.47
301418,26.31
301419,56.91
301421,91.39
301428,27.33
301429,20.88
301439,58.09
301446,37.63
301448,46.92
301449,40.42
301456,35.77
301458,103.81
301459,32.86
301468,52.81
301469,26.07
301479,60.21
301486,224.34
301487,75.79
301488,98.37
301489,134.76
301491,49.86
301498,155.1
301499,34.31
301500,134.04
301501,40.72
301502,29.6
301503,22.68
301505,18.3
301507,45.0
301508,55.55
301509,35.78
301510,112.31
301511,570.44
301512,23.33
301513,47.3
301515,19.46
301516,49.26
301517,57.17
301518,37.25
301519,19.48
301520,66.25
301522,86.53
301525,52.01
301526,1138.81
301528,50.75
301529,135.24
301531,112.64
301533,30.65
301535,61.8
301536,491.21
301538,45.5
301539,22.17
301548,50.36
301550,292.83
301551,80.56
301552,32.08
301555,32.05
301556,54.02
301557,53.52
301558,51.28
301559,79.68
301560,28.07
301563,103.88
301565,82.2
301566,104.52
301567,25.95
301568,72.26
301571,114.13
301575,32.32
301577,25.76
301578,25.04
301580,82.01
301581,29.55
301583,231.84
301584,91.55
301585,27.49
301586,24.73
301587,31.82
301588,33.44
301589,132.29
301590,42.07
301591,62.88
301592,70.73
301595,44.17
301596,50.3
301598,30.45
301599,150.24
301600,87.76
301601,23.0
301602,70.42
301603,153.81
301606,214.8
301607,99.95
301608,59.14
301609,52.5
301611,429.24
301613,51.62
301616,28.35
301617,88.41
301618,41.23
301622,45.31
301626,299.43
301628,68.48
301629,129.29
301630,110.88
301631,80.63
301632,56.63
301633,30.28
301636,26.09
301638,715.74
301655,127.93
301656,363.36
301658,97.57
301662,91.72
301665,110.75
301666,2075.78
301667,67.31
301668,38.37
301669,132.91
301677,56.23
301678,107.08
301680,79.65
301682,135.71
301683,63.38
301687,73.99
301696,384.17
301707,323.15
301717,385.58
302132,1603.25
600000,2997.53
600004,200.25
600006,108.0
600007,190.38
600008,208.47
600009,588.49
600010,1031.15
600011,1064.33
600012,280.55
600015,1042.43
600016,1497.36
600017,88.27
600018,1212.89
600019,1269.9
600020,88.77
600021,386.88
600022,146.57
600023,662.39
600025,1781.13
600026,1029.14
600027,545.75
600028,6602.53
600029,916.92
600030,4363.86
600031,1756.25
600032,165.2
600033,98.52
600035,59.09
600036,9924.01
600037,99.37
600038,226.54
600039,766.95
600048,621.27
600050,1338.12
600051,19.87
600052,33.35
600054,83.44
600055,77.9
600056,138.82
600057,187.66
600058,109.01
600059,74.84
600060,363.04
600061,416.26
600062,167.83
600063,122.7
600064,133.41
600066,665.51
600067,40.78
600071,45.36
600072,133.56
600073,52.14
600075,83.68
600076,43.83
600078,76.67
600081,57.57
600085,335.74
600088,45.94
600089,975.19
600094,94.63
600095,273.05
600096,575.7
600097,22.0
600098,219.12
600099,20.84
600100,234.86
600101,43.28
600103,86.27
600104,1188.61
600105,581.87
600106,58.88
600108,74.18
600109,322.29
600110,189.83
600111,1468.44
600113,129.89
600114,203.06
600115,786.32
600116,121.23
600117,76.82
600118,712.21
600120,168.72
600121,54.34
600123,107.84
600125,71.54
600126,228.3
600127,75.54
600128,21.47
600129,78.74
600130,33.98
600131,178.83
600132,194.94
600133,92.98
600135,41.44
600137,17.78
600138,52.55
600141,375.66
600143,377.2
600148,22.19
600149,19.2
600150,2617.41
600151,142.71
600152,44.23
600153,254.0
600155,139.67
600156,34.34
600157,349.08
600158,68.89
600159,22.0
600160,1094.48
600161,244.01
600162,175.19
600163,99.91
600165,51.06
600166,238.31
600167,129.89
600168,44.11
600170,203.49
600171,162.27
600172,207.96
600173,44.41
600176,1729.36
600177,363.4
600178,45.2
600179,200.15
600182,46.0
600183,3537.84
600184,105.94
600185,90.48
600186,214.06
600188,2310.48
600189,56.21
600191,53.68
600192,31.45
600195,70.36
600196,610.73
600197,45.99
600198,101.29
600199,47.62
600201,139.25
600202,19.82
600203,63.51
600206,437.24
600207,48.58
600208,252.72
600210,94.19
600211,124.61
600212,43.8
600215,28.87
600216,126.84
600217,56.36
600218,33.41
600219,560.4
600221,566.12
600222,44.25
600223,58.45
600226,180.25
600227,77.34
600228,34.63
600229,34.49
600230,63.5
600231,51.41
600232,23.96
600233,579.34
600234,56.36
600235,20.73
600236,780.36
600237,53.53
600241,22.07
600246,235.49
600248,109.56
600249,29.64
600250,31.19
600251,91.45
600252,76.74
600255,61.05
600256,418.04
600257,28.2
600258,139.02
600259,279.54
600261,42.72
600262,36.6
600266,88.63
600267,143.99
600268,108.06
600269,90.15
600271,128.22
600272,53.29
600273,89.82
600276,3140.72
600278,57.4
600279,52.1
600280,35.2
600281,25.62
600282,292.84
600283,44.87
600284,50.55
600285,113.88
600287,21.75
600288,49.4
600292,598.38
600293,35.04
600295,384.55
600298,358.41
600299,271.64
600300,53.04
600301,308.57
600303,20.71
600305,75.67
600307,93.95
600308,50.66
600309,2443.02
600310,63.17
600312,268.26
600313,87.1
600315,122.82
600316,220.73
600318,35.28
600319,25.51
600320,217.62
600322,30.52
600323,246.48
600325,68.25
600326,105.59
600327,36.36
600328,95.9
600329,280.55
600330,356.96
600331,348.69
600332,331.99
600333,39.89
600335,77.94
600336,50.27
600338,131.46
600339,193.18
600343,116.41
600345,168.27
600346,1383.89
600348,337.66
600350,506.18
600351,50.31
600352,428.46
600353,287.02
600354,43.33
600356,28.97
600358,59.2
600359,28.65
600360,99.87
600361,139.97
600362,1697.08
600363,82.02
600366,128.59
600367,143.62
600368,70.99
600369,274.44
600371,33.76
600372,543.41
600373,97.95
600375,62.68
600376,87.71
600377,623.17
600378,687.7
600379,46.82
600380,171.42
600382,45.76
600383,104.29
600386,28.06
600388,233.43
600389,82.9
600390,228.95
600391,112.67
600392,401.92
600395,123.22
600396,208.68
600397,189.97
600398,285.76
600399,87.36
600400,66.68
600403,170.7
600405,28.31
600406,1848.11
600408,31.11
600409,153.59
600410,148.36
600415,683.25
600416,128.39
600418,474.28
600419,28.14
600420,116.15
600422,65.93
600425,60.18
600426,599.76
600428,314.73
600429,71.13
600433,60.56
600435,162.12
600436,768.02
600438,538.44
600444,21.2
600446,104.48
600448,19.02
600449,60.97
600452,140.59
600455,15.31
600456,130.53
600458,112.16
600459,176.41
600460,568.61
600461,115.57
600463,25.11
600467,36.09
600468,71.14
600469,48.06
600470,32.76
600475,144.92
600477,59.21
600478,84.02
600479,65.61
600480,100.83
600481,90.62
600482,721.53
600483,299.42
600486,229.66
600487,1694.41
600488,61.15
600489,1293.26
600490,180.35
600493,16.78
600495,49.78
600496,66.87
600497,532.77
600498,559.29
600499,272.91
600500,203.46
600501,61.44
600502,79.48
600503,36.05
600505,38.72
600506,40.31
600507,99.24
600508,122.63
600509,102.67
600510,74.51
600511,201.98
600512,33.34
600513,47.47
600515,324.48
600516,206.13
600517,293.36
600518,194.99
600519,16218.56
600520,38.83
600521,246.45
600522,1195.9
600523,48.44
600525,70.16
600526,42.2
600527,39.66
600528,155.29
600529,127.21
600531,171.35
600533,23.41
600535,222.45
600536,315.34
600538,27.31
600539,34.87
600540,29.36
600545,77.06
600546,277.35
600547,1636.06
600548,210.9
600549,866.66
600550,202.57
600551,50.85
600552,168.9
600556,83.16
600557,73.26
600558,44.16
600559,106.39
600560,25.74
600561,16.93
600562,359.77
600563,288.79
600566,230.82
600567,84.39
600569,53.43
600570,416.03
600571,50.74
600572,114.23
600573,24.85
600575,240.8
600576,58.84
600577,189.26
600578,372.89
600579,34.65
600580,465.35
600582,205.69
600583,271.91
600584,1340.81
600585,962.54
600586,61.37
600587,76.44
600588,350.24
600589,117.19
600590,71.47
600592,58.97
600593,54.17
600594,32.71
600595,254.1
600596,150.21
600597,95.39
600598,238.56
600600,697.65
600601,526.95
600602,255.48
600603,55.73
600604,91.42
600605,53.3
600606,182.7
600609,43.83
600610,101.02
600611,106.62
600612,177.08
600613,66.22
600615,22.11
600616,29.24
600617,66.75
600618,123.27
600619,156.39
600620,31.04
600621,143.33
600622,34.94
600623,187.79
600626,48.87
600628,40.88
600629,188.22
600630,29.57
600633,129.6
600635,139.35
600637,280.72
600638,34.21
600639,106.4
600640,84.22
600641,329.51
600642,415.02
600643,65.48
600644,51.99
600645,91.95
600648,125.11
600649,99.67
600650,58.86
600651,138.39
600653,33.87
600654,103.29
600655,182.11
600657,77.57
600658,45.53
600660,1496.95
600661,25.27
600662,97.5
600663,452.16
600664,226.67
600665,31.19
600666,98.22
600667,408.48
600668,31.3
600671,25.31
600673,959.45
600674,750.2
600675,141.48
600676,69.63
600679,50.42
600681,47.2
600682,77.08
600683,81.71
600684,41.59
600685,372.18
600686,82.1
600688,309.95
600689,24.56
600690,1980.56
600691,69.85
600692,23.04
600693,83.16
600694,55.15
600697,17.72
600698,77.26
600699,294.8
600702,117.49
600703,654.56
600704,258.04
600706,21.02
600707,331.57
600708,69.31
600710,140.08
600711,370.87
600712,30.56
600713,69.2
600714,55.1
600715,65.77
600716,35.29
600717,125.6
600718,99.42
600719,29.21
600720,120.93
600721,59.37
600722,103.88
600724,75.15
600725,42.03
600726,439.65
600727,41.44
600728,101.09
600729,86.06
600731,32.9
600732,250.65
600733,327.27
600736,79.44
600737,342.86
600738,31.98
600739,170.96
600740,101.46
600741,485.2
600742,57.51
600743,55.37
600744,128.98
600746,83.5
600748,71.94
600749,33.66
600750,154.32
600751,91.04
600754,204.84
600755,122.39
600756,50.42
600757,88.35
600758,48.52
600760,1318.81
600761,145.98
600763,156.73
600764,130.4
600765,214.55
600768,20.54
600769,57.56
600770,66.69
600771,68.43
600773,107.24
600774,22.89
600775,88.28
600776,162.4
600777,278.82
600778,17.6
600779,132.6
600780,68.22
600782,92.34
600783,117.98
600784,53.17
600785,39.23
600787,101.34
600789,78.91
600790,50.28
600791,35.28
600792,43.95
600793,26.38
600794,39.0
600795,925.67
600796,45.06
600797,70.49
600798,40.06
600800,39.96
600801,498.34
600802,22.04
600803,557.75
600805,39.57
600807,23.8
600808,204.07
600809,1452.12
600810,72.63
600812,84.59
600814,50.57
600815,79.12
600816,249.06
600817,51.29
600819,55.68
600820,173.55
600821,117.45
600822,42.65
600824,39.32
600825,52.77
600826,56.12
600827,138.81
600828,70.84
600829,59.79
600830,38.25
600831,23.82
600833,24.36
600834,36.85
600835,181.41
600838,34.48
600839,321.75
600841,80.49
600843,50.71
600844,38.73
600845,503.28
600846,74.28
600847,19.84
600848,218.2
600850,119.33
600851,102.6
600853,34.16
600854,24.15
600855,57.54
600857,44.91
600858,25.95
600859,113.63
600860,45.99
600861,74.67
600862,247.82
600863,366.69
600864,121.3
600865,34.88
600866,73.27
600867,160.21
600868,55.62
600869,413.91
600871,439.8
600872,143.32
600873,221.25
600874,87.94
600875,873.24
600876,46.36
600877,144.34
600879,471.14
600880,43.08
600881,64.32
600882,103.83
600883,18.89
600884,270.37
600885,530.82
600886,1091.81
600887,1698.99
600888,163.23
600892,22.49
600893,1010.26
600894,62.35
600895,471.58
600897,62.0
600900,6863.34
600901,378.79
600903,74.03
600905,1063.46
600906,217.41
600908,120.71
600909,418.52
600916,143.14
600917,75.87
600918,454.51
600919,2209.5
600925,300.36
600926,1202.61
600927,190.59
600928,153.78
600929,99.06
600930,1647.71
600933,138.23
600935,83.76
600936,84.55
600938,16250.49
600939,50.23
600941,21223.11
600955,71.17
600956,323.12
600958,780.84
600959,154.02
600960,65.94
600961,300.62
600962,65.87
600963,62.39
600966,67.64
600967,188.9
600968,400.51
600969,37.34
600970,201.88
600971,108.24
600973,85.98
600975,65.23
600976,42.55
600977,228.52
600979,49.8
600980,38.88
600981,56.29
600982,54.88
600983,58.71
600984,49.53
600985,482.36
600986,106.35
600987,67.78
600988,932.91
600989,1795.94
600990,50.84
600992,24.21
600993,100.82
600995,402.38
600996,85.28
600997,93.05
600998,247.08
600999,1627.12
601000,270.81
601001,307.79
601002,50.78
601003,106.69
601005,116.27
601006,945.47
601007,27.26
601008,55.58
601009,1432.94
601011,59.39
601012,941.95
601015,78.02
601016,221.86
601018,673.12
601019,140.45
601020,195.15
601021,431.25
601022,121.99
601026,102.6
601033,129.51
601038,161.02
601058,473.16
601059,543.53
601061,588.49
601065,44.67
601066,1984.16
601068,140.39
601069,283.41
601077,771.14
601083,169.53
601086,55.54
601088,10330.68
601089,79.2
601096,113.43
601098,177.62
601099,244.02
601100,1359.06
601101,213.26
601106,211.22
601107,179.2
601108,407.72
601111,1217.26
601112,269.93
601113,48.07
601116,60.57
601117,467.69
601118,285.44
601121,74.21
601126,351.07
601127,881.27
601128,224.36
601133,135.87
601136,394.15
601137,196.57
601138,12708.16
601139,183.54
601155,270.45
601156,301.95
601158,199.68
601162,384.83
601163,99.84
601166,3688.69
601168,932.23
601169,1076.18
601177,55.33
601179,653.04
601186,828.35
601187,188.7
601188,38.51
601198,454.16
601199,57.7
601200,94.77
601208,518.02
601211,3150.53
601212,564.98
601216,396.59
601218,43.9
601222,124.31
601225,2624.44
601226,77.4
601228,234.63
601229,1321.44
601231,644.77
601233,653.04
601236,328.53
601238,546.56
601279,54.23
601288,23763.85
601298,588.74
601311,87.63
601318,10113.12
601319,3157.59
601326,191.65
601328,6273.83
601330,101.56
601333,213.92
601336,1865.49
601339,114.87
601360,650.96
601366,35.99
601368,40.35
601369,151.84
601375,196.39
601377,512.11
601388,79.02
601390,1091.64
601398,28013.53
601399,233.72
601456,506.14
601500,63.48
601512,119.46
601515,67.36
601518,53.5
601519,177.04
601528,98.7
601555,405.45
601566,48.27
601567,207.97
601568,153.33
601577,384.46
601579,92.68
601588,59.26
601595,74.67
601598,492.84
601599,36.56
601600,1684.62
601601,3056.38
601606,229.0
601607,608.54
601608,219.36
601609,224.38
601611,330.32
601615,239.72
601616,33.38
601618,548.33
601619,124.37
601628,10816.9
601633,1314.22
601636,173.97
601658,5992.74
601665,405.54
601666,243.73
601668,1842.89
601669,801.02
601677,212.35
601678,164.05
601686,77.52
601688,1752.11
601689,818.35
601696,335.58
601698,1015.54
601699,511.53
601700,95.43
601702,161.26
601717,268.7
601727,1033.42
601728,5764.95
601766,1779.33
601777,372.09
601778,138.12
601788,680.55
601789,65.24
601798,27.76
601799,232.77
601800,969.58
601801,100.83
601808,613.15
601811,137.45
601816,2377.79
601818,1790.29
601825,851.6
601827,136.26
601828,96.22
601838,793.01
601857,20553.26
601858,173.36
601860,92.99
601865,237.57
601866,317.8
601868,1110.43
601869,3496.74
601872,1532.55
601877,553.14
601878,428.56
601880,346.5
601881,1346.02
601882,103.98
601886,146.27
601888,1108.5
601890,83.85
601898,2036.53
601899,9213.68
601900,102.13
601901,569.66
601908,73.65
601916,793.73
601918,281.85
601919,2577.26
601921,164.67
601928,215.55
601929,81.66
601933,281.14
601939,27965.08
601949,99.39
601952,129.53
601956,31.14
601958,746.96
601963,399.2
601965,141.37
601966,163.77
601968,58.94
601969,194.28
601975,194.23
601985,1834.67
601988,19944.95
601990,295.22
601991,1090.05
601992,151.62
601995,1675.54
601996,29.7
601997,201.09
601998,4852.26
601999,34.05
603000,181.55
603001,32.92
603002,200.39
603004,44.98
603005,196.96
603006,27.79
603007,47.49
603009,159.65
603010,71.14
603011,136.71
603012,65.1
603013,76.84
603014,133.76
603015,45.23
603016,46.95
603017,27.26
603018,43.74
603019,1255.65
603020,38.32
603022,18.16
603023,23.89
603025,153.32
603026,147.97
603027,97.54
603028,20.38
603029,22.18
603030,28.05
603031,150.14
603032,45.83
603033,78.06
603035,41.8
603036,32.45
603037,27.43
603038,45.03
603039,124.32
603040,98.9
603041,20.7
603042,29.35
603043,78.91
603045,84.22
603048,32.23
603049,440.57
603050,72.19
603051,34.44
603052,109.41
603053,78.31
603055,84.49
603057,84.81
603058,38.9
603059,24.89
603060,44.86
603061,293.59
603062,42.56
603063,145.79
603065,70.89
603066,26.86
603067,263.45
603068,54.25
603069,41.96
603070,47.16
603071,70.69
603072,84.7
603073,19.46
603075,77.82
603076,24.88
603077,215.49
603078,141.14
603079,25.14
603080,27.99
603081,41.62
603082,74.31
603083,708.18
603085,39.51
603086,27.52
603087,420.47
603088,51.44
603089,27.6
603090,38.3
603091,71.98
603092,169.2
603093,137.24
603095,43.85
603096,23.1
603097,43.48
603098,56.81
603099,108.29
603100,97.76
603101,36.08
603102,25.91
603103,95.51
603105,38.1
603106,41.28
603107,40.31
603108,59.37
603109,36.72
603110,48.35
603111,54.14
603112,87.96
603113,46.84
603115,184.15
603116,37.16
603117,24.15
603118,139.58
603119,241.25
603120,41.46
603121,46.85
603122,49.28
603123,77.48
603124,180.72
603125,94.04
603126,38.95
603127,356.24
603128,73.57
603129,457.36
603130,54.66
603131,49.46
603132,197.07
603135,57.97
603136,25.04
603137,41.62
603138,37.44
603139,36.87
603150,45.72
603151,27.42
603153,54.39
603155,64.7
603156,530.7
603158,52.86
603159,34.36
603160,227.82
603161,35.22
603162,174.34
603163,81.16
603165,45.44
603166,69.86
603167,38.19
603168,22.56
603169,86.22
603170,49.32
603171,180.17
603172,26.01
603173,50.27
603175,405.78
603176,25.76
603177,22.5
603178,38.37
603179,290.09
603180,23.91
603181,77.24
603182,22.58
603183,23.76
603185,110.66
603186,287.87
603187,43.24
603188,28.91
603190,28.09
603191,49.63
603192,34.02
603193,83.14
603194,136.54
603195,705.69
603196,82.61
603197,64.12
603198,324.08
603199,38.07
603200,76.58
603201,28.27
603202,84.19
603203,145.21
603205,34.96
603206,42.27
603207,37.61
603208,20.16
603209,46.44
603210,46.77
603211,58.66
603212,51.62
603213,62.29
603214,19.22
603215,31.33
603216,45.85
603217,62.28
603218,98.56
603219,78.03
603220,99.39
603221,70.5
603222,43.06
603223,73.62
603225,348.75
603226,131.82
603227,83.91
603228,940.21
603229,66.67
603230,32.14
603231,31.59
603232,35.88
603233,206.7
603235,101.78
603236,227.17
603237,30.52
603238,21.9
603239,38.52
603248,83.63
603255,43.96
603256,1258.91
603257,80.4
603258,30.95
603259,4696.43
603260,414.6
603261,44.18
603262,75.32
603266,31.7
603267,111.7
603268,1908.06
603269,95.81
603270,60.25
603271,83.69
603273,31.75
603275,54.5
603276,32.0
603277,72.86
603278,31.2
603279,66.46
603280,28.92
603281,101.13
603282,22.04
603283,167.27
603284,32.25
603285,53.28
603286,50.51
603288,1996.38
603289,26.29
603290,218.09
603291,37.79
603293,64.33
603296,1185.36
603297,116.63
603298,343.96
603299,86.21
603300,96.76
603301,221.95
603303,115.13
603305,130.83
603306,253.91
603307,24.61
603308,320.44
603309,33.33
603310,50.52
603311,64.89
603312,50.8
603313,34.98
603315,36.78
603316,37.45
603317,144.23
603318,54.25
603319,89.91
603320,25.58
603321,22.69
603322,39.77
603323,95.7
603324,40.15
603325,43.28
603326,23.11
603327,100.89
