code,mcap
001395,33.09
001396,36.56
001399,1690.35
001400,66.93
001696,173.36
001872,563.45
001896,185.23
001914,93.46
001965,663.2
001979,645.55
002001,834.13
002003,143.26
002004,90.09
002005,42.41
002006,69.85
002007,240.08
002008,902.14
002009,66.25
002010,130.46
002011,109.06
002012,33.44
002014,68.91
002015,259.89
002016,38.43
002017,93.97
002019,122.0
002020,112.45
002021,32.52
002022,29.58
002023,73.86
002025,283.08
002026,55.99
002027,717.78
002028,1120.49
002029,61.41
002030,79.01
002031,114.15
002032,322.36
002033,50.44
002034,75.59
002035,39.67
002036,71.71
002037,33.82
002038,64.52
002039,82.56
002040,42.63
002041,98.56
002042,68.2
002043,108.7
002044,184.36
002045,51.19
002046,281.29
002047,53.07
002048,153.18
002049,529.38
002050,1522.04
002051,106.58
002052,66.82
002053,87.01
002054,35.82
002056,346.49
002057,68.68
002058,24.43
002059,47.38
002060,122.39
002061,93.57
002062,97.62
002063,104.01
002064,590.05
002065,222.46
002066,52.41
002067,62.53
002068,59.2
002069,26.81
002072,34.23
002073,60.65
002074,494.33
002075,82.49
002076,23.74
002077,71.96
002078,419.85
002079,84.94
002080,879.5
002081,148.7
002083,102.24
002084,37.47
002085,221.46
002086,42.71
002088,41.32
002090,37.69
002091,128.1
002092,123.64
002093,69.11
002094,40.0
002095,36.62
002096,120.57
002097,78.66
002098,26.53
002099,87.73
002100,101.85
002101,58.39
002103,35.42
002104,82.59
002105,22.56
002106,73.62
002107,41.73
002108,73.53
002110,75.06
002111,51.87
002112,44.59
002114,25.13
002115,85.58
002116,40.64
002117,42.42
002119,87.25
002120,195.7
002121,82.96
002123,65.08
002124,52.22
002125,82.03
002126,346.52
002127,72.42
002128,910.12
002129,397.03
002130,240.22
002131,311.5
002132,62.65
002133,21.83
002134,54.69
002135,74.63
002136,27.33
002137,44.47
002138,396.31
002139,119.45
002140,65.7
002141,66.62
002142,2235.98
002144,19.85
002145,168.25
002146,51.74
002148,35.26
002149,175.46
002150,81.92
002151,157.23
002152,241.38
002153,212.06
002154,59.98
002155,451.92
002156,967.47
002157,279.35
002158,149.72
002159,24.47
002160,43.07
002161,50.67
002162,37.43
002163,73.51
002164,57.53
002165,61.54
002166,51.32
002167,133.4
002169,95.41
002170,115.75
002171,167.49
002172,34.46
002173,81.95
002174,116.3
002176,154.22
002177,45.98
002178,33.19
002179,738.87
002180,242.71
002181,97.76
002182,120.6
002183,118.16
002184,35.47
002185,562.89
002186,29.34
002187,39.67
002188,18.38
002189,49.78
002190,93.23
002191,52.32
002192,193.26
002194,69.49
002195,362.09
002196,52.02
002197,42.15
002199,30.65
002200,32.21
002201,54.41
002202,777.6
002203,452.62
002204,101.4
002205,19.98
002206,62.52
002208,86.84
002209,27.22
002210,63.07
002212,81.74
002213,72.92
002214,89.44
002215,105.75
002216,107.35
002218,56.9
002219,78.36
002221,92.36
002222,320.48
002223,263.55
002224,33.92
002225,43.12
002226,136.68
002228,39.19
002229,60.61
002230,962.27
002232,59.04
002233,86.42
002234,28.75
002235,51.76
002236,531.91
002237,223.22
002238,52.65
002239,91.35
002240,298.84
002241,835.14
002242,64.32
002243,91.28
002244,280.34
002245,302.19
002246,110.69
002247,20.93
002248,30.75
002249,165.04
002250,139.84
002251,102.17
002252,325.02
002253,22.52
002254,108.74
002255,65.81
002256,70.2
002258,115.02
002259,32.88
002261,321.29
002262,223.26
002263,59.92
002264,48.3
002265,192.77
002266,258.35
002267,78.29
002268,119.49
002269,37.19
002270,170.37
002271,273.75
002272,79.76
002273,363.23
002274,61.62
002275,73.68
002276,104.65
002277,89.37
002278,32.26
002279,60.79
002281,1437.23
002282,32.14
